"veiculo","ano","marca","categoria","sexo_condutor","idade_condutor","estado","valor_sinistro"
"Corolla",2019,"Honda","Esportivo","Masculino",60,"BA",45915.7994605135
"Gol",2000,"Ford","Perua","Masculino",47,"TO",14767.0134759275
"Jeep Renegade",2005,"Honda","Sedan","Feminino",64,"PI",2476.17687073071
"HB20",2002,"Toyota","Picape","Feminino",60,"RN",2332.86245635245
"Prisma",2009,"Honda","Perua","Feminino",18,"CE",241416.366365086
"Jeep Renegade",2021,"Volkswagen","SUV","Feminino",34,"PB",196153.489077743
"HB20",2023,"Volkswagen","SUV","Masculino",57,"RS",9072.37082787324
"Gol",2013,"Jeep","Sedan","Feminino",60,"RO",6930.94988886733
"HB20",2013,"Ford","Perua","Feminino",40,"PE",155364.243422076
"Fox",2022,"Hyundai","Furgão","Feminino",55,"RO",962.648989609443
"HB20",2017,"Hyundai","Furgão","Masculino",53,"RJ",1996.30242879502
"Corolla",2021,"Honda","SUV","Masculino",26,"DF",127185.944860522
"HB20",2024,"Ford","Perua","Feminino",49,"PA",57954.3688298203
"Corolla",2008,"Volkswagen","Furgão","Masculino",50,"PB",24496.981365676
"Civic",2001,"Honda","SUV","Masculino",28,"PE",177089.058736269
"Corolla",2010,"Honda","SUV","Masculino",24,"SE",152703.54662016
"Gol",2019,"Chevrolet","SUV","Masculino",65,"RJ",19410.5085689807
"Civic",2008,"Ford","Furgão","Feminino",36,"SC",76336.5351234097
"Corolla",2010,"Toyota","Hatch","Feminino",53,"GO",43340.4425270157
"Jeep Renegade",2009,"Hyundai","SUV","Masculino",43,"MS",79004.6028665034
"Ka",2011,"Toyota","Minivan","Feminino",57,"RO",27701.3275121804
"Jeep Renegade",2005,"Jeep","Perua","Feminino",47,"GO",71229.1311468696
"Ka",2002,"Hyundai","Sedan","Masculino",64,"GO",18285.3633752326
"Ka",2019,"Chevrolet","Furgão","Feminino",54,"CE",38164.0874074074
"Ka",2024,"Hyundai","Sedan","Feminino",62,"RR",45091.1877686623
"Creta",2008,"Hyundai","Hatch","Masculino",62,"ES",32736.0988667468
"Fox",2004,"Volkswagen","Crossover","Feminino",22,"MT",233911.649913923
"Jeep Renegade",2018,"Volkswagen","Minivan","Feminino",62,"PI",6036.18029807694
"HB20",2018,"Hyundai","Minivan","Masculino",35,"RN",54608.8136987528
"HB20",2003,"Honda","Crossover","Masculino",36,"SC",24033.1040547695
"Prisma",2018,"Hyundai","Minivan","Feminino",59,"RO",20805.1174925175
"Jeep Renegade",2008,"Chevrolet","Furgão","Feminino",38,"PA",78110.6865013018
"Fox",2022,"Hyundai","Hatch","Feminino",45,"MT",68513.0138206761
"Civic",2024,"Jeep","Esportivo","Masculino",48,"BA",84472.1161508467
"Fox",2006,"Ford","Furgão","Masculino",52,"RJ",40710.8083020197
"Creta",2022,"Honda","Sedan","Masculino",54,"CE",5181.05564035941
"HB20",2011,"Ford","Esportivo","Feminino",41,"PR",14834.6260970691
"Corolla",2007,"Chevrolet","Furgão","Masculino",29,"PE",116067.001164751
"Creta",2006,"Hyundai","Picape","Feminino",65,"PI",48138.3725776104
"Onix",2010,"Toyota","Crossover","Feminino",60,"MS",49726.5384851722
"Corolla",2010,"Honda","Perua","Masculino",24,"SP",181959.555539279
"Gol",2016,"Hyundai","Perua","Masculino",35,"PA",166812.529704557
"Corolla",2009,"Toyota","Sedan","Masculino",63,"MT",30689.84889891
"Corolla",2008,"Toyota","Hatch","Feminino",55,"PB",49288.8526058057
"Gol",2013,"Toyota","Hatch","Masculino",20,"RN",209737.520795013
"Fox",2014,"Ford","SUV","Feminino",45,"MG",71637.2215355746
"Civic",2000,"Ford","Perua","Feminino",37,"CE",191298.493659729
"Corolla",2018,"Volkswagen","Furgão","Masculino",25,"RJ",212165.039919061
"Ka",2016,"Chevrolet","Hatch","Masculino",47,"MG",63316.125653917
"Ka",2007,"Ford","Furgão","Masculino",39,"AL",135402.87274099
"Fox",2022,"Ford","Crossover","Feminino",64,"MA",27546.0254243808
"Creta",2000,"Chevrolet","Picape","Feminino",40,"RN",40354.7994443681
"Onix",2021,"Jeep","Furgão","Feminino",36,"CE",1882.14931569528
"Civic",2014,"Hyundai","Furgão","Masculino",52,"PB",48051.9115196541
"Ka",2004,"Chevrolet","Perua","Masculino",49,"AL",66667.718023411
"Civic",2008,"Chevrolet","Perua","Masculino",61,"ES",5054.42877316382
"Corolla",2000,"Honda","Picape","Masculino",52,"MA",19568.0552971317
"Creta",2011,"Jeep","Sedan","Masculino",27,"RJ",197712.343199435
"Fox",2007,"Ford","Minivan","Masculino",22,"AP",46197.6593864383
"Onix",2014,"Jeep","Minivan","Masculino",46,"MA",52608.8273186237
"Corolla",2010,"Ford","Sedan","Masculino",60,"PA",47079.7418574104
"Creta",2016,"Volkswagen","Sedan","Masculino",59,"AL",1880.11021101847
"Civic",2012,"Ford","Sedan","Masculino",58,"AC",11084.3390831258
"Civic",2010,"Jeep","SUV","Feminino",20,"RR",189858.509304025
"Ka",2017,"Chevrolet","Hatch","Masculino",23,"MG",122652.817752818
"Ka",2002,"Jeep","Perua","Feminino",55,"DF",9134.13926821668
"Ka",2019,"Toyota","Picape","Feminino",36,"SE",72464.3355646636
"Gol",2023,"Chevrolet","Hatch","Masculino",26,"SP",172783.048052504
"Creta",2000,"Hyundai","Sedan","Feminino",24,"BA",198173.946874542
"Corolla",2018,"Toyota","Crossover","Feminino",50,"ES",47935.5961608933
"Jeep Renegade",2005,"Hyundai","Hatch","Feminino",49,"AL",34288.6807388626
"Fox",2018,"Jeep","Picape","Masculino",20,"TO",12479.9269801006
"Ka",2002,"Jeep","Crossover","Feminino",50,"ES",17326.9174009794
"Ka",2013,"Hyundai","Sedan","Feminino",29,"MG",138030.319749285
"Prisma",2011,"Hyundai","Furgão","Feminino",18,"RN",136939.260592824
"Civic",2020,"Volkswagen","Esportivo","Masculino",55,"BA",47597.0044996589
"Civic",2020,"Ford","Hatch","Masculino",23,"RO",28371.3836985407
"Civic",2023,"Hyundai","Picape","Masculino",40,"RO",96935.0195869803
"Civic",2023,"Honda","Picape","Feminino",26,"SC",39508.6764230393
"Prisma",2023,"Jeep","Esportivo","Feminino",55,"RS",31855.1348260604
"Corolla",2000,"Toyota","Esportivo","Masculino",33,"BA",138188.411516859
"Gol",2015,"Ford","Sedan","Masculino",53,"AP",11867.1722549945
"Gol",2002,"Hyundai","Furgão","Masculino",62,"GO",30586.1407913268
"Fox",2024,"Toyota","SUV","Masculino",43,"ES",22970.72056951
"Jeep Renegade",2004,"Jeep","Perua","Masculino",57,"RR",23193.6175968731
"Civic",2015,"Hyundai","Esportivo","Feminino",49,"MG",41290.6342975097
"Prisma",2024,"Toyota","Hatch","Feminino",44,"AM",93145.5725056352
"Ka",2003,"Chevrolet","Hatch","Masculino",19,"ES",182356.405949732
"Gol",2015,"Honda","Sedan","Masculino",65,"RJ",7817.69277018029
"Onix",2014,"Volkswagen","Sedan","Masculino",56,"RJ",5893.95344832446
"Fox",2019,"Volkswagen","Perua","Feminino",52,"CE",36757.239936362
"Fox",2012,"Toyota","Sedan","Feminino",19,"MA",52347.0723654376
"HB20",2003,"Jeep","Minivan","Masculino",50,"TO",37556.9967203075
"Corolla",2002,"Volkswagen","Minivan","Feminino",45,"AM",45216.8019563658
"HB20",2023,"Ford","Esportivo","Feminino",22,"AL",207224.135885574
"Creta",2004,"Volkswagen","Crossover","Feminino",30,"RR",101885.63739364
"HB20",2019,"Jeep","Furgão","Masculino",39,"SC",18879.4614524115
"Gol",2018,"Honda","Perua","Feminino",30,"RO",75815.0126262335
"Jeep Renegade",2023,"Toyota","Picape","Feminino",39,"PB",18478.5072952975
"Corolla",2012,"Honda","Esportivo","Masculino",27,"RJ",102829.313375638
"Onix",2020,"Ford","Crossover","Feminino",57,"DF",34771.2953547016
"Prisma",2003,"Toyota","Hatch","Feminino",36,"SP",164763.831558893
"Fox",2013,"Jeep","Furgão","Feminino",38,"ES",14911.8341849418
"Fox",2017,"Honda","Perua","Feminino",28,"RR",151721.988191525
"Ka",2015,"Volkswagen","Perua","Masculino",47,"AC",80065.8282162156
"Fox",2018,"Honda","Minivan","Masculino",62,"MA",18010.3654186241
"Fox",2005,"Toyota","Hatch","Feminino",33,"MA",112772.145769536
"Fox",2006,"Volkswagen","Esportivo","Feminino",57,"PE",8678.49154479336
"Ka",2007,"Chevrolet","Sedan","Feminino",37,"MT",173904.762659501
"Onix",2009,"Honda","Perua","Feminino",63,"RR",11602.92079309
"Gol",2009,"Toyota","Minivan","Masculino",22,"MT",231760.36139403
"Corolla",2020,"Honda","Sedan","Masculino",38,"DF",117456.67438868
"Gol",2002,"Chevrolet","Furgão","Feminino",32,"AL",48964.6564565832
"Jeep Renegade",2018,"Chevrolet","Esportivo","Feminino",41,"AC",96215.9933903487
"Corolla",2015,"Hyundai","SUV","Feminino",62,"PE",7041.857886035
"Fox",2021,"Volkswagen","Esportivo","Masculino",28,"RR",193214.549729927
"Corolla",2008,"Volkswagen","Sedan","Feminino",26,"MT",1100.3135383362
"HB20",2008,"Honda","Crossover","Feminino",18,"AP",200878.865825431
"Jeep Renegade",2006,"Hyundai","Esportivo","Masculino",63,"PB",20664.2713528359
"Creta",2000,"Jeep","Picape","Feminino",19,"MT",277541.968171787
"Fox",2005,"Chevrolet","Crossover","Feminino",55,"AP",39625.7182227913
"Ka",2017,"Ford","SUV","Masculino",30,"SE",76511.096942611
"Ka",2024,"Ford","Furgão","Feminino",45,"AC",18714.4694405142
"Creta",2022,"Hyundai","Furgão","Masculino",63,"TO",13314.9731850252
"Onix",2013,"Jeep","Furgão","Masculino",33,"MS",118396.680093859
"Jeep Renegade",2000,"Ford","SUV","Feminino",27,"AP",151398.694817279
"Gol",2018,"Toyota","Crossover","Masculino",25,"SE",145651.300996682
"Corolla",2024,"Jeep","Sedan","Feminino",27,"GO",24721.4168434963
"Civic",2020,"Jeep","Perua","Feminino",23,"CE",167104.975770693
"Gol",2023,"Toyota","Esportivo","Feminino",59,"PR",10537.0210540714
"Civic",2020,"Hyundai","Perua","Feminino",64,"RJ",6389.91807245184
"Ka",2001,"Toyota","Perua","Masculino",54,"MS",8516.14270706195
"Civic",2007,"Ford","Picape","Feminino",22,"AM",25623.6341165844
"Corolla",2012,"Volkswagen","Esportivo","Masculino",65,"PE",11547.0998737961
"Creta",2012,"Jeep","Perua","Masculino",32,"AC",38744.5687006461
"Fox",2002,"Jeep","SUV","Masculino",24,"RO",197784.761864576
"Gol",2005,"Chevrolet","Sedan","Feminino",65,"MS",30382.3588020634
"Creta",2006,"Jeep","Sedan","Feminino",45,"PI",3050.71267716121
"Creta",2006,"Jeep","Minivan","Masculino",27,"PE",9788.35199875757
"HB20",2005,"Honda","Minivan","Masculino",46,"SE",71534.8566421308
"Creta",2006,"Chevrolet","Furgão","Feminino",51,"PB",21429.8161641695
"Jeep Renegade",2003,"Chevrolet","Minivan","Masculino",59,"AP",15623.7609179458
"Fox",2003,"Jeep","Minivan","Feminino",21,"AC",220077.763660415
"Jeep Renegade",2000,"Ford","Picape","Feminino",64,"SC",18712.6791173127
"Onix",2018,"Toyota","Picape","Masculino",21,"DF",248130.751081626
"Creta",2022,"Hyundai","Furgão","Masculino",24,"MA",128035.745878634
"HB20",2023,"Toyota","Furgão","Feminino",49,"PB",73146.3833845919
"Creta",2008,"Ford","Hatch","Feminino",35,"PE",176877.565759164
"Creta",2003,"Chevrolet","Furgão","Feminino",60,"SE",42149.7722617583
"Fox",2016,"Toyota","Minivan","Feminino",53,"SC",8281.08960997779
"Ka",2012,"Hyundai","Minivan","Masculino",22,"PB",63555.5722801946
"Ka",2017,"Jeep","Sedan","Masculino",27,"PB",7609.62259022053
"Civic",2008,"Hyundai","Hatch","Masculino",20,"SC",281173.932362138
"Jeep Renegade",2021,"Hyundai","Minivan","Masculino",18,"MT",210982.884259243
"Gol",2014,"Hyundai","SUV","Feminino",23,"CE",242492.641918757
"HB20",2005,"Toyota","Minivan","Masculino",28,"RS",136148.621453904
"Fox",2008,"Honda","Picape","Masculino",50,"PI",58642.9958450841
"Ka",2008,"Hyundai","Sedan","Masculino",38,"CE",111243.056706153
"Corolla",2012,"Jeep","Minivan","Masculino",60,"DF",36168.8002886251
"Onix",2022,"Toyota","Sedan","Feminino",45,"MG",94659.127803822
"Gol",2022,"Volkswagen","Esportivo","Masculino",50,"CE",33955.9320666362
"Onix",2015,"Hyundai","Sedan","Feminino",47,"SC",94753.4349492285
"Civic",2021,"Toyota","Perua","Masculino",44,"SE",59562.6521522179
"Gol",2002,"Hyundai","Perua","Masculino",62,"AL",36345.3460770659
"Civic",2004,"Honda","Minivan","Masculino",23,"GO",19912.7514479449
"Civic",2011,"Chevrolet","Esportivo","Feminino",27,"PE",108630.791337579
"Ka",2011,"Ford","Crossover","Masculino",41,"DF",94053.9101883303
"Civic",2016,"Volkswagen","Minivan","Feminino",42,"MA",28388.3604467614
"Corolla",2007,"Toyota","Picape","Masculino",53,"MA",23921.1678979918
"Civic",2014,"Toyota","Esportivo","Masculino",35,"PE",4145.30085658189
"Creta",2015,"Volkswagen","Sedan","Feminino",53,"TO",9832.84007918555
"Civic",2017,"Honda","Perua","Masculino",45,"MT",6579.24125639256
"Gol",2023,"Toyota","Esportivo","Feminino",63,"PI",43032.6725343009
"Civic",2012,"Jeep","Hatch","Masculino",53,"MS",23176.268566004
"Jeep Renegade",2021,"Chevrolet","SUV","Masculino",34,"PI",181298.951148568
"Fox",2021,"Volkswagen","Hatch","Feminino",34,"PR",178322.217485914
"Gol",2024,"Ford","Perua","Masculino",28,"ES",25681.8262320478
"Ka",2009,"Chevrolet","Minivan","Feminino",64,"GO",30805.5273918202
"Corolla",2000,"Chevrolet","Crossover","Feminino",39,"PE",138479.352733307
"Creta",2009,"Chevrolet","Hatch","Masculino",53,"PR",16424.7224851046
"Ka",2023,"Jeep","Esportivo","Feminino",40,"CE",140431.226189528
"Gol",2007,"Volkswagen","Crossover","Masculino",42,"RJ",90147.5579567021
"Jeep Renegade",2019,"Hyundai","Minivan","Feminino",60,"RS",36512.9072636832
"Civic",2005,"Toyota","Sedan","Feminino",29,"BA",76847.3219551146
"Prisma",2005,"Honda","SUV","Masculino",23,"MG",161307.299879403
"Fox",2005,"Jeep","Picape","Feminino",30,"MG",100943.453663238
"Prisma",2023,"Chevrolet","Perua","Masculino",51,"AP",10193.4649605537
"Jeep Renegade",2024,"Ford","Perua","Masculino",27,"TO",130975.082535576
"Onix",2006,"Ford","Furgão","Masculino",54,"RO",26843.1888939114
"Corolla",2002,"Ford","Picape","Feminino",59,"PE",47257.4199466035
"Ka",2007,"Chevrolet","Crossover","Feminino",36,"AL",83053.5897382535
"Creta",2020,"Ford","Sedan","Masculino",31,"AC",16800.8637811989
"Ka",2011,"Ford","SUV","Feminino",30,"RJ",168969.745842507
"Jeep Renegade",2002,"Ford","Esportivo","Masculino",49,"RR",99615.657357173
"HB20",2009,"Volkswagen","Picape","Masculino",42,"PE",19451.2153152144
"Civic",2015,"Hyundai","Minivan","Feminino",25,"AM",166647.395071434
"Fox",2017,"Ford","Crossover","Masculino",44,"AL",4231.60006189719
"HB20",2018,"Volkswagen","Hatch","Masculino",57,"MT",49746.1276087211
"Onix",2002,"Honda","Furgão","Masculino",35,"PE",163802.462905599
"Fox",2023,"Hyundai","Perua","Feminino",39,"RR",24624.2504528956
"Gol",2001,"Jeep","Minivan","Feminino",22,"BA",236041.003785515
"HB20",2004,"Toyota","Esportivo","Feminino",29,"AC",193080.574513134
"Onix",2018,"Volkswagen","Hatch","Masculino",41,"PA",82389.3783645937
"Prisma",2017,"Chevrolet","Hatch","Feminino",19,"RS",208719.316588249
"Jeep Renegade",2019,"Ford","Hatch","Masculino",53,"AC",9841.27610223368
"Civic",2017,"Honda","Sedan","Masculino",19,"RS",100982.114495826
"Creta",2010,"Chevrolet","SUV","Feminino",20,"AM",177849.752729223
"Prisma",2023,"Volkswagen","Hatch","Feminino",19,"ES",109579.035938624
"Jeep Renegade",2007,"Toyota","Sedan","Feminino",34,"PB",61258.6725413566
"Creta",2002,"Jeep","Crossover","Feminino",61,"RS",11691.0650217673
"Ka",2013,"Chevrolet","SUV","Feminino",39,"AP",123737.123312615
"Civic",2010,"Toyota","Perua","Masculino",60,"PE",8069.7539732093
"Corolla",2008,"Volkswagen","Furgão","Masculino",40,"PI",64135.5812956346
"Fox",2010,"Honda","Perua","Feminino",50,"RS",94607.5389865553
"Creta",2024,"Honda","Picape","Masculino",25,"AM",143827.12910925
"Jeep Renegade",2021,"Ford","SUV","Masculino",52,"RN",44189.4584469963
"HB20",2007,"Jeep","Hatch","Feminino",32,"AL",85991.766593582
"Civic",2000,"Chevrolet","Minivan","Masculino",34,"ES",3540.17344566528
"Onix",2021,"Honda","Sedan","Feminino",35,"MA",26722.1477068262
"Prisma",2010,"Jeep","Furgão","Feminino",64,"DF",34728.5903826356
"Corolla",2002,"Chevrolet","Crossover","Masculino",36,"ES",64018.6354807112
"Corolla",2019,"Honda","Hatch","Feminino",53,"TO",17227.1006808383
"Creta",2004,"Jeep","Picape","Masculino",48,"PB",12174.2547499947
"Onix",2005,"Chevrolet","Perua","Masculino",42,"RJ",62155.8981467504
"HB20",2023,"Hyundai","Esportivo","Masculino",64,"PE",12530.5603858549
"Onix",2021,"Toyota","Furgão","Masculino",62,"PE",31439.7960188799
"Jeep Renegade",2024,"Ford","Esportivo","Feminino",19,"AM",41192.0224511996
"Gol",2014,"Jeep","Esportivo","Masculino",39,"AP",182834.379375214
"Jeep Renegade",2018,"Hyundai","Picape","Masculino",52,"AC",34269.4173807045
"Civic",2004,"Toyota","Crossover","Feminino",33,"BA",55815.0524974335
"Gol",2019,"Jeep","Crossover","Feminino",33,"PE",153643.391752336
"Corolla",2022,"Ford","Minivan","Feminino",22,"MA",286582.505792426
"Onix",2006,"Toyota","Picape","Masculino",48,"PE",87379.44748546
"Creta",2008,"Chevrolet","Crossover","Feminino",48,"RJ",52390.6374881975
"Ka",2013,"Hyundai","Minivan","Feminino",32,"SC",30418.4150150279
"Ka",2000,"Chevrolet","Furgão","Feminino",55,"ES",23178.5770473303
"Ka",2018,"Ford","Minivan","Feminino",25,"RJ",3441.53395781759
"Civic",2024,"Chevrolet","SUV","Masculino",55,"AL",21012.7819781424
"Jeep Renegade",2013,"Toyota","Picape","Feminino",22,"ES",241212.90410303
"Civic",2020,"Hyundai","Hatch","Masculino",37,"CE",6647.76349416934
"HB20",2018,"Ford","Sedan","Masculino",55,"AM",11771.422549244
"Onix",2006,"Jeep","Crossover","Feminino",20,"MS",198380.799156683
"HB20",2016,"Chevrolet","Hatch","Feminino",34,"SC",175445.55688228
"Gol",2017,"Ford","Perua","Masculino",26,"SE",138561.160798324
"Fox",2008,"Toyota","Crossover","Masculino",50,"GO",12727.3215794936
"Creta",2017,"Honda","Furgão","Masculino",37,"MT",28191.6698750341
"Prisma",2004,"Volkswagen","Picape","Masculino",50,"MS",46736.4240515511
"Gol",2004,"Chevrolet","Furgão","Feminino",38,"RO",197868.399313395
"Civic",2001,"Hyundai","Crossover","Feminino",48,"RN",32935.4697727365
"Civic",2001,"Ford","Furgão","Feminino",37,"RN",160834.129911754
"Creta",2003,"Toyota","Furgão","Feminino",52,"CE",13212.2018283233
"Corolla",2001,"Jeep","SUV","Masculino",61,"AL",30690.023781755
"Corolla",2001,"Honda","Perua","Masculino",64,"DF",8477.33195347246
"Creta",2019,"Jeep","Hatch","Feminino",20,"PI",110575.743711367
"Fox",2012,"Jeep","Perua","Feminino",47,"PR",83512.8931737971
"Civic",2006,"Volkswagen","Sedan","Feminino",49,"SC",94751.8472349504
"Jeep Renegade",2005,"Volkswagen","Hatch","Feminino",34,"DF",78242.509079841
"Fox",2000,"Toyota","SUV","Masculino",21,"GO",221253.773295181
"HB20",2006,"Honda","Perua","Masculino",61,"TO",44256.6551406868
"Prisma",2018,"Hyundai","Furgão","Masculino",33,"MS",158782.601723541
"Gol",2021,"Toyota","Perua","Masculino",23,"RO",102929.359980184
"Prisma",2017,"Hyundai","Minivan","Masculino",54,"PR",14494.3996625021
"Civic",2001,"Hyundai","Furgão","Masculino",58,"AL",14788.2791689597
"HB20",2006,"Toyota","Furgão","Feminino",18,"SE",51753.9123547962
"Ka",2012,"Ford","Hatch","Masculino",42,"TO",58124.135893397
"Fox",2011,"Hyundai","Minivan","Feminino",49,"AC",94790.6434814679
"Onix",2002,"Volkswagen","Esportivo","Masculino",40,"PA",161234.31957704
"Prisma",2003,"Ford","Crossover","Masculino",19,"SC",102327.194526535
"Jeep Renegade",2012,"Hyundai","Crossover","Feminino",55,"MA",3408.91855738591
"HB20",2008,"Ford","Furgão","Feminino",62,"RJ",33056.8980074953
"Prisma",2000,"Jeep","Minivan","Feminino",44,"PR",65703.5561330616
"Jeep Renegade",2021,"Chevrolet","Minivan","Masculino",35,"DF",162296.845257119
"Ka",2013,"Toyota","Sedan","Masculino",38,"BA",92884.7641066182
"Jeep Renegade",2009,"Hyundai","Furgão","Masculino",19,"MG",187349.039504235
"Civic",2013,"Jeep","Picape","Feminino",60,"AM",38757.9562573694
"Jeep Renegade",2009,"Chevrolet","Furgão","Feminino",46,"RS",1466.02913960814
"Civic",2014,"Jeep","Furgão","Feminino",23,"PB",214507.612809911
"Corolla",2007,"Hyundai","Furgão","Feminino",63,"SP",11427.5585563853
"Corolla",2019,"Ford","Perua","Masculino",39,"AC",57235.9572258312
"Creta",2005,"Hyundai","Sedan","Feminino",46,"RO",80800.2690186491
"Prisma",2009,"Jeep","Furgão","Feminino",52,"BA",42145.5365166301
"Fox",2023,"Volkswagen","Esportivo","Feminino",62,"MA",40790.0178028271
"Onix",2013,"Honda","Perua","Feminino",36,"PR",171515.723836655
"Onix",2003,"Volkswagen","Esportivo","Feminino",20,"AP",67443.0099528283
"Prisma",2014,"Hyundai","Furgão","Feminino",56,"SP",11858.2654033089
"Fox",2018,"Volkswagen","Perua","Feminino",20,"TO",171766.736959107
"Creta",2012,"Volkswagen","Esportivo","Masculino",19,"RS",134972.28151001
"Jeep Renegade",2017,"Hyundai","Perua","Feminino",41,"MA",13401.1744046817
"Ka",2000,"Hyundai","Sedan","Feminino",49,"RN",11771.9451714773
"Gol",2019,"Ford","Picape","Masculino",32,"AP",44925.2770139603
"HB20",2001,"Hyundai","Picape","Feminino",29,"AM",99859.8585660569
"HB20",2004,"Volkswagen","Furgão","Masculino",27,"CE",144081.672065193
"Ka",2014,"Honda","Picape","Masculino",26,"AP",193425.459132227
"Ka",2005,"Toyota","Crossover","Feminino",56,"TO",25201.1624837294
"Ka",2022,"Jeep","Sedan","Masculino",35,"PB",93468.5241987696
"Corolla",2004,"Chevrolet","Hatch","Masculino",22,"PA",77110.716291843
"HB20",2015,"Honda","Picape","Feminino",36,"RJ",32950.2115974203
"Corolla",2000,"Honda","SUV","Feminino",35,"MT",61020.8658782765
